,sueldo_basico,categoria,ausencias,cantidad_hijos,sueldo
30780,48200,A,1,1,50250
30781,35700,B,2,2,39200
30782,70400,A,1,0,71700
30783,73800,A,0,0,75170
30784,62400,A,2,2,65200
30785,16400,C,2,2,20400
30786,43500,C,2,3,48250
30787,15200,A,1,2,18000
30788,52100,A,0,0,53470
30789,75400,A,2,3,78950
30790,32200,C,2,1,35450
30791,15300,B,0,0,17370
30792,42000,C,2,1,45250
30793,38500,C,1,1,41750
30794,27000,B,2,0,29000
30795,76200,B,1,3,80450
30796,44300,C,0,0,46870
30797,18700,C,0,3,23520
30798,41000,C,2,0,43500
30799,14400,C,2,3,19150
30800,16900,B,2,1,19650
30801,42500,C,1,2,46500
30802,11500,B,0,3,15820
30803,33300,A,1,1,35350
30804,68800,C,1,2,72800
30805,46800,B,2,2,50300
30806,64000,B,1,3,68250
30807,11200,B,2,0,13200
30808,61100,B,0,1,63920
30809,23700,A,0,3,27320
30810,58600,C,1,3,63350
30811,50900,C,1,2,54900
30812,68800,B,1,2,72300
30813,20900,B,1,1,23650
30814,86600,C,2,3,91350
30815,37900,A,0,2,40770
30816,68800,B,1,0,70800
30817,66500,B,0,1,69320
30818,86600,B,1,2,90100
30819,87500,A,1,1,89550
30820,24000,B,0,3,28320
30821,46100,C,0,2,50170
30822,54000,C,0,0,56570
30823,38500,B,1,2,42000
30824,70300,A,2,3,73850
30825,55800,B,1,0,57800
30826,21200,A,1,1,23250
30827,74700,B,1,2,78200
30828,45600,A,2,3,49150
30829,50800,B,0,0,52870
30830,78000,C,0,3,82820
30831,30100,A,0,0,31470
30832,60100,C,0,3,64920
30833,57600,A,2,1,59650
30834,68500,C,0,1,71820
30835,37800,C,0,3,42620
30836,30800,C,1,0,33300
30837,52600,B,1,0,54600
30838,20600,B,0,0,22670
30839,77400,A,2,0,78700
30840,72700,A,0,1,74820
30841,28000,C,2,1,31250
30842,76400,B,2,2,79900
30843,32600,B,1,0,34600
30844,62800,A,0,1,64920
30845,28900,B,2,2,32400
30846,35400,C,1,2,39400
30847,57800,C,0,2,61870
30848,24900,C,0,1,28220
30849,31500,A,0,0,32870
30850,19500,B,0,3,23820
30851,79400,C,1,1,82650
30852,12800,C,1,3,17550
30853,57100,B,2,2,60600
30854,64600,B,0,1,67420
30855,41500,A,2,0,42800
30856,34500,B,2,1,37250
30857,64000,C,1,2,68000
30858,68900,C,2,2,72900
30859,50400,C,1,3,55150
30860,65300,B,0,3,69620
30861,65900,C,1,1,69150
30862,64800,A,2,3,68350
30863,83700,C,1,0,86200
30864,45000,C,2,1,48250
30865,50000,B,1,0,52000
30866,74700,B,2,0,76700
30867,43400,A,1,1,45450
30868,69500,C,1,0,72000
30869,74400,C,1,3,79150
30870,72100,A,0,1,74220
30871,35200,A,2,0,36500
30872,21700,B,2,0,23700
30873,36500,A,2,0,37800
30874,85500,C,1,2,89500
30875,69900,A,1,0,71200
30876,13600,C,1,0,16100
30877,35800,C,2,1,39050
30878,18400,C,1,1,21650
30879,84900,A,2,2,87700
30880,81100,C,0,0,83670
30881,43200,B,2,3,47450
30882,15000,B,0,0,17070
30883,37000,B,2,3,41250
30884,43500,A,1,1,45550
30885,81100,C,2,0,83600
30886,19300,A,0,1,21420
30887,54600,B,1,3,58850
30888,83300,C,2,1,86550
30889,72100,C,0,0,74670
30890,71400,A,2,3,74950
30891,61600,B,1,3,65850
30892,48200,B,0,0,50270
30893,88100,B,0,1,90920
30894,12500,C,1,1,15750
30895,49300,B,1,0,51300
30896,40100,C,0,1,43420
30897,76900,A,1,3,80450
30898,25900,A,0,2,28770
30899,84300,C,2,1,87550
30900,73500,B,1,0,75500
30901,35700,A,1,1,37750
30902,22800,B,2,3,27050
30903,29200,C,2,1,32450
30904,54100,C,1,1,57350
30905,58500,C,2,3,63250
30906,33600,B,1,2,37100
30907,76400,A,0,0,77770
30908,35900,A,2,0,37200
30909,38100,B,2,1,40850
30910,76600,B,2,3,80850
30911,30600,A,2,0,31900
30912,64800,C,1,0,67300
30913,23100,B,0,3,27420
30914,71200,C,0,0,73770
30915,40200,B,2,2,43700
30916,63200,A,2,2,66000
30917,70500,C,0,0,73070
30918,83500,B,1,2,87000
30919,85100,A,2,1,87150
30920,77500,C,1,0,80000
30921,48200,C,0,3,53020
30922,20800,C,0,2,24870
30923,40100,B,0,3,44420
30924,74000,A,1,0,75300
30925,24100,B,0,3,28420
30926,18900,B,0,1,21720
30927,29400,C,2,2,33400
30928,25000,B,0,2,28570
30929,12700,A,2,0,14000
30930,29300,C,0,3,34120
30931,19000,C,1,3,23750
30932,26300,A,2,1,28350
30933,67200,B,0,3,71520
30934,47500,B,0,1,50320
30935,84000,B,0,0,86070
30936,45900,C,0,1,49220
30937,32100,C,1,3,36850
30938,35700,B,0,1,38520
30939,25500,B,1,2,29000
30940,30600,A,2,3,34150
30941,67600,B,0,1,70420
30942,26800,C,2,2,30800
30943,18100,B,2,1,20850
30944,51000,B,0,2,54570
30945,59000,C,1,3,63750
30946,30800,C,2,0,33300
30947,45100,C,0,0,47670
30948,53000,A,2,3,56550
30949,25800,A,0,1,27920
30950,12600,B,0,3,16920
30951,66200,A,1,3,69750
30952,72800,B,1,3,77050
30953,84900,A,1,0,86200
30954,64800,B,1,3,69050
30955,12600,C,2,2,16600
30956,35500,A,1,1,37550
30957,51000,B,2,2,54500
30958,71700,A,1,2,74500
30959,68600,C,0,3,73420
30960,85500,B,2,2,89000
30961,10200,A,0,2,13070
30962,38000,C,0,0,40570
30963,16600,C,2,1,19850
30964,47500,B,2,2,51000
30965,37500,C,2,1,40750
30966,19500,B,1,2,23000
30967,62900,B,1,0,64900
30968,86500,A,0,0,87870
30969,62800,A,0,1,64920
30970,86200,B,0,0,88270
30971,34400,A,2,1,36450
30972,80200,C,2,2,84200
30973,30500,A,1,3,34050
30974,72900,C,2,2,76900
30975,37800,A,0,2,40670
30976,77500,C,2,2,81500
30977,50100,C,1,0,52600
30978,63200,A,1,1,65250
30979,74800,A,2,2,77600
30980,46000,B,1,2,49500
30981,53500,A,2,0,54800
30982,27800,A,0,2,30670
30983,34000,B,2,0,36000
30984,73200,A,2,3,76750
30985,55200,A,1,1,57250
30986,71800,C,2,1,75050
30987,59200,A,1,1,61250
30988,32000,A,0,1,34120
30989,51000,A,1,3,54550
30990,70600,A,0,1,72720
30991,33800,B,0,1,36620
30992,38500,B,1,2,42000
30993,55400,C,1,2,59400
30994,19000,C,2,3,23750
30995,41100,A,2,0,42400
30996,87200,A,1,1,89250
30997,69700,C,0,1,73020
30998,35600,A,1,1,37650
30999,37000,B,2,2,40500
31000,84500,B,0,2,88070
31001,13200,C,2,0,15700
31002,46500,A,2,3,50050
31003,77400,B,0,3,81720
31004,53900,A,2,0,55200
31005,83500,C,0,0,86070
31006,55000,A,0,0,56370
31007,65200,A,0,1,67320
31008,79900,A,0,2,82770
31009,35400,B,0,1,38220
31010,41100,B,1,0,43100
31011,25000,B,2,3,29250
31012,65900,C,1,0,68400
31013,84600,B,2,3,88850
31014,17900,C,1,3,22650
31015,37400,C,0,1,40720
31016,39800,B,2,0,41800
31017,57700,B,2,3,61950
31018,70700,A,1,0,72000
31019,80900,A,0,0,82270
31020,38100,B,0,0,40170
31021,61100,A,0,1,63220
31022,59100,A,0,3,62720
31023,54300,C,2,1,57550
31024,19100,B,2,3,23350
31025,57100,A,1,2,59900
31026,76600,C,1,3,81350
31027,87200,B,0,1,90020
31028,49400,C,2,1,52650
31029,69500,C,0,2,73570
31030,48500,A,0,2,51370
31031,76400,B,1,1,79150
31032,87900,A,0,0,89270
31033,61700,A,0,0,63070
31034,66200,C,0,2,70270
31035,71100,A,2,0,72400
31036,67400,C,1,1,70650
31037,42100,A,1,3,45650
31038,38400,A,2,2,41200
31039,12500,C,2,3,17250
31040,69100,A,0,3,72720
31041,37900,B,1,1,40650
31042,24600,B,0,0,26670
31043,79900,A,0,0,81270
31044,12300,B,2,2,15800
31045,55500,C,1,1,58750
31046,84300,C,2,3,89050
31047,43900,A,1,2,46700
31048,65000,A,2,1,67050
31049,53100,C,1,0,55600
31050,55800,A,0,0,57170
31051,45000,C,0,0,47570
31052,23200,B,0,3,27520
31053,76900,B,0,2,80470
31054,75500,C,1,0,78000
31055,38600,A,2,3,42150
31056,32500,B,2,2,36000
31057,26300,C,2,3,31050
31058,15600,B,2,2,19100
31059,44100,B,0,2,47670
31060,51300,B,0,3,55620
31061,71300,C,1,0,73800
31062,45800,C,2,0,48300
31063,30400,B,1,1,33150
31064,65600,A,1,3,69150
31065,44500,C,2,3,49250
31066,25300,B,2,2,28800
31067,68400,B,2,3,72650
31068,31300,C,2,1,34550
31069,45800,B,0,1,48620
31070,10000,C,0,1,13320
31071,80000,A,2,2,82800
31072,49500,A,1,1,51550
31073,67600,B,2,0,69600
31074,52800,C,1,2,56800
31075,16900,C,2,3,21650
31076,73200,B,2,2,76700
31077,11700,C,2,0,14200
31078,57400,A,2,3,60950
31079,34100,C,2,2,38100
31080,16700,A,2,2,19500
31081,46100,C,2,0,48600
31082,45800,B,1,2,49300
31083,46700,C,1,1,49950
31084,84300,A,2,3,87850
31085,16300,B,2,3,20550
31086,33000,C,2,3,37750
31087,54000,B,1,3,58250
31088,31900,B,2,3,36150
31089,10000,B,0,3,14320
31090,71000,C,1,2,75000
31091,74300,C,1,0,76800
31092,20700,B,1,2,24200
31093,50300,C,2,1,53550
31094,55500,C,2,2,59500
31095,60900,A,0,2,63770
31096,45600,A,0,1,47720
31097,53500,B,0,1,56320
31098,15200,B,2,0,17200
31099,18400,B,1,3,22650
31100,42800,C,0,3,47620
31101,33800,C,0,1,37120
31102,20100,C,2,0,22600
31103,17900,A,0,0,19270
31104,89700,B,0,2,93270
31105,51600,C,0,3,56420
31106,54800,C,1,2,58800
31107,58700,C,0,1,62020
31108,40400,C,1,3,45150
31109,54200,A,1,2,57000
31110,23200,C,1,3,27950
31111,16500,C,0,3,21320
31112,57200,A,0,2,60070
31113,46600,C,1,0,49100
31114,46500,B,1,3,50750
31115,69900,A,0,0,71270
31116,64500,B,0,0,66570
31117,82400,C,0,3,87220
31118,20800,A,2,2,23600
31119,38100,A,2,0,39400
31120,14100,C,2,2,18100
31121,29300,C,1,2,33300
31122,39700,B,1,1,42450
31123,81800,B,2,3,86050
31124,84500,A,1,3,88050
31125,75700,A,1,1,77750
31126,40100,C,0,3,44920
31127,80100,B,1,0,82100
31128,88900,C,0,0,91470
31129,26000,A,0,2,28870
31130,48300,C,1,0,50800
31131,62900,B,2,0,64900
31132,77800,A,0,0,79170
31133,74100,B,0,0,76170
31134,55600,C,0,2,59670
31135,31600,A,1,2,34400
31136,32500,A,2,2,35300
31137,17700,C,0,2,21770
31138,79400,C,2,0,81900
31139,54700,C,0,1,58020
31140,83400,C,2,3,88150
31141,60300,B,0,0,62370
31142,14400,A,2,3,17950
31143,41900,C,1,3,46650
31144,73400,C,1,0,75900
31145,27600,C,2,1,30850
31146,59900,A,1,1,61950
31147,77500,A,2,1,79550
31148,10100,B,2,3,14350
31149,85000,A,2,0,86300
31150,48200,B,2,0,50200
31151,14600,B,1,0,16600
31152,57200,B,2,1,59950
31153,66600,C,2,1,69850
31154,82900,C,1,3,87650
31155,75200,A,0,3,78820
31156,78200,C,1,1,81450
31157,46200,A,0,2,49070
31158,65100,C,2,3,69850
31159,44600,B,2,2,48100
31160,74900,B,2,2,78400
31161,21700,B,0,2,25270
31162,33300,B,0,2,36870
31163,73000,A,0,1,75120
31164,26300,C,0,3,31120
31165,55500,A,0,0,56870
31166,79300,A,0,3,82920
31167,51800,B,0,3,56120
31168,59900,C,1,0,62400
31169,46900,A,1,3,50450
31170,26100,A,0,0,27470
31171,65100,C,1,0,67600
31172,14800,A,2,1,16850
31173,68100,A,1,0,69400
31174,73500,A,2,2,76300
31175,53900,A,1,2,56700
31176,43300,A,2,1,45350
31177,81800,B,0,2,85370
31178,74400,C,2,0,76900
31179,26100,B,0,2,29670
31180,31500,C,0,1,34820
31181,17300,A,0,3,20920
31182,72600,A,0,1,74720
31183,35500,A,0,1,37620
31184,61000,A,0,0,62370
31185,26100,B,0,1,28920
31186,54100,B,2,0,56100
31187,81200,B,1,0,83200
31188,70200,A,1,0,71500
31189,42600,B,0,2,46170
31190,69300,B,0,2,72870
31191,37700,A,2,3,41250
31192,72600,C,2,1,75850
31193,19800,A,1,2,22600
31194,51600,A,0,0,52970
31195,19400,C,0,0,21970
31196,61100,C,1,1,64350
31197,74100,B,0,0,76170
31198,23800,A,0,1,25920
31199,64800,A,2,1,66850
31200,75100,B,1,0,77100
31201,58700,A,1,0,60000
31202,33600,A,2,1,35650
31203,33900,C,2,3,38650
31204,70000,B,1,1,72750
31205,20900,A,2,1,22950
31206,78000,A,0,2,80870
31207,55300,B,1,0,57300
31208,37900,A,0,2,40770
31209,33700,A,0,0,35070
31210,30300,B,2,0,32300
31211,34700,C,2,0,37200
31212,74800,A,2,1,76850
31213,47600,A,0,2,50470
31214,73600,C,0,0,76170
31215,34800,A,2,0,36100
31216,23100,C,2,0,25600
31217,64200,A,1,1,66250
31218,63900,A,2,2,66700
31219,24100,B,1,2,27600
31220,83700,B,1,2,87200
31221,12900,A,0,3,16520
31222,19400,A,1,2,22200
31223,71700,A,0,1,73820
31224,19400,B,1,1,22150
31225,81600,A,1,0,82900
31226,29500,A,1,1,31550
31227,72000,C,1,3,76750
31228,45300,A,2,2,48100
31229,19500,A,0,2,22370
31230,29200,C,1,0,31700
31231,88700,C,2,2,92700
31232,64000,C,2,0,66500
31233,73400,A,1,1,75450
31234,10900,B,2,1,13650
31235,29100,B,2,0,31100
31236,47000,C,2,2,51000
31237,62600,C,0,3,67420
31238,11100,C,2,2,15100
31239,69700,C,2,2,73700
31240,84500,B,1,0,86500
31241,80500,C,0,0,83070
31242,74900,B,1,1,77650
31243,49300,B,2,0,51300
31244,20700,C,1,3,25450
31245,76400,B,1,2,79900
31246,51400,C,1,3,56150
31247,54300,A,1,0,55600
31248,29000,C,2,2,33000
31249,29400,C,0,2,33470
31250,57100,A,2,3,60650
31251,12300,A,1,1,14350
31252,85000,A,0,1,87120
31253,42600,B,2,3,46850
31254,89700,C,1,3,94450
31255,17200,B,2,0,19200
31256,79600,A,0,2,82470
31257,21400,A,2,0,22700
31258,53700,B,0,2,57270
31259,16900,B,1,1,19650
31260,55500,B,2,3,59750
31261,27800,A,2,1,29850
31262,14100,B,1,0,16100
31263,74300,B,0,3,78620
31264,43300,A,0,1,45420
31265,10300,A,1,0,11600
31266,41100,B,1,2,44600
31267,36400,C,0,0,38970
31268,39800,A,0,0,41170
31269,54500,A,2,2,57300
31270,76600,A,0,3,80220
31271,51500,B,0,0,53570
31272,50100,B,1,1,52850
31273,83000,A,1,0,84300
31274,40800,C,2,0,43300
31275,50600,C,0,1,53920
31276,89900,A,0,1,92020
31277,15200,A,2,1,17250
31278,29800,C,2,2,33800
31279,61300,B,2,2,64800
31280,13000,C,0,1,16320
31281,42600,B,0,0,44670
31282,33000,B,1,1,35750
31283,87200,C,1,1,90450
31284,86400,C,2,2,90400
31285,53900,B,0,0,55970
31286,55000,A,2,1,57050
31287,20200,B,2,0,22200
31288,36200,A,0,3,39820
31289,18400,A,0,1,20520
31290,66700,C,2,2,70700
31291,48600,A,1,3,52150
31292,78500,A,0,2,81370
31293,82200,B,0,3,86520
31294,45100,B,0,1,47920
31295,42900,A,2,0,44200
31296,58800,C,1,2,62800
31297,49700,C,0,1,53020
31298,32000,B,0,0,34070
31299,57900,C,2,0,60400
31300,43100,B,2,0,45100
31301,71800,C,0,0,74370
31302,53100,C,0,3,57920
31303,68600,B,0,0,70670
31304,25900,C,0,1,29220
31305,75600,B,0,3,79920
31306,75800,B,1,1,78550
31307,55000,B,0,0,57070
31308,24700,B,2,2,28200
31309,34000,A,2,0,35300
31310,48600,B,1,1,51350
31311,48000,A,1,0,49300
31312,39400,C,2,2,43400
31313,31400,C,1,3,36150
31314,76000,C,0,0,78570
31315,49200,C,0,1,52520
31316,18600,B,2,2,22100
31317,25000,B,1,3,29250
31318,48600,A,1,2,51400
31319,47600,C,1,0,50100
31320,75900,B,0,1,78720
31321,22000,A,0,3,25620
31322,75900,C,0,3,80720
31323,14900,B,0,0,16970
31324,37100,C,1,1,40350
31325,27000,C,2,1,30250
31326,50700,C,2,3,55450
31327,47500,B,2,2,51000
31328,62600,B,0,1,65420
31329,36100,C,1,3,40850
31330,49400,B,0,1,52220
31331,46900,C,2,2,50900
31332,25300,C,2,2,29300
31333,28000,B,1,0,30000
31334,39600,C,1,3,44350
31335,33700,C,2,0,36200
31336,15900,B,1,3,20150
31337,17600,B,1,1,20350
31338,53000,A,2,2,55800
31339,70600,B,1,2,74100
31340,18800,C,2,3,23550
31341,65900,B,0,2,69470
31342,27400,A,0,1,29520
31343,45800,C,1,0,48300
31344,34000,C,1,2,38000
31345,42300,C,0,2,46370
31346,74500,A,2,0,75800
31347,79700,B,2,2,83200
31348,65500,B,0,1,68320
31349,45000,A,2,0,46300
31350,72900,C,0,0,75470
31351,39000,B,2,3,43250
31352,23900,C,1,1,27150
31353,62300,C,2,3,67050
31354,56100,B,0,2,59670
31355,76200,A,0,2,79070
31356,33000,B,0,0,35070
31357,72000,C,1,2,76000
31358,44700,C,2,3,49450
31359,54100,B,2,1,56850
31360,48800,A,0,2,51670
31361,54900,A,1,0,56200
31362,83900,C,2,1,87150
31363,58100,B,0,1,60920
31364,52600,A,1,3,56150
31365,50000,C,0,1,53320
31366,26600,A,0,3,30220
31367,73100,B,0,2,76670
31368,52100,A,0,2,54970
31369,63900,B,1,0,65900
31370,46200,A,2,0,47500
31371,86000,B,2,3,90250
31372,42100,A,2,1,44150
31373,74000,C,0,1,77320
31374,16500,A,1,3,20050
31375,85000,B,2,2,88500
31376,21500,A,0,1,23620
31377,11000,A,1,1,13050
31378,64800,A,0,2,67670
31379,80800,C,1,3,85550
31380,30800,B,2,0,32800
31381,46400,A,2,0,47700
31382,27800,C,2,2,31800
31383,84300,B,0,3,88620
31384,85300,B,2,3,89550
31385,54300,C,2,2,58300
31386,13100,C,2,2,17100
31387,64300,A,0,3,67920
31388,64300,B,0,3,68620
31389,15000,C,1,2,19000
31390,73700,B,2,3,77950
31391,40900,B,0,2,44470
31392,78600,B,0,3,82920
31393,34800,B,1,3,39050
31394,30200,A,0,1,32320
31395,82100,C,0,3,86920
31396,15600,C,2,3,20350
31397,30700,B,0,2,34270
31398,50200,B,2,2,53700
31399,19500,A,1,2,22300
31400,20100,C,1,2,24100
31401,52600,C,0,0,55170
31402,59900,C,2,1,63150
31403,31200,B,0,0,33270
31404,65400,B,0,3,69720
31405,15800,C,2,1,19050
31406,24800,C,1,2,28800
31407,86400,B,2,2,89900
31408,41500,B,2,3,45750
31409,53900,B,0,3,58220
31410,67000,C,0,0,69570
31411,54600,B,2,2,58100
31412,83400,A,0,1,85520
31413,19200,C,1,2,23200
31414,21400,A,2,3,24950
31415,30300,B,0,1,33120
31416,28000,A,2,3,31550
31417,17500,B,2,1,20250
31418,33800,C,0,1,37120
31419,73800,C,2,1,77050
31420,58900,A,0,2,61770
31421,14000,C,0,0,16570
31422,77300,C,2,1,80550
31423,10500,B,0,3,14820
31424,34900,B,1,1,37650
31425,21700,A,0,3,25320
31426,65500,A,2,2,68300
31427,13900,B,2,1,16650
31428,46300,C,0,3,51120
31429,29900,A,0,1,32020
31430,25500,C,2,0,28000
31431,86400,A,0,1,88520
31432,89700,C,2,0,92200
31433,84900,C,0,0,87470
31434,77700,B,1,3,81950
31435,11500,A,1,2,14300
31436,88000,A,0,0,89370
31437,62800,A,0,0,64170
31438,56300,A,2,2,59100
31439,86800,C,0,2,90870
31440,38900,C,1,0,41400
31441,42900,B,2,2,46400
31442,21100,B,0,1,23920
31443,49800,A,2,1,51850
31444,66600,C,0,0,69170
31445,38800,B,2,1,41550
31446,20600,A,1,2,23400
31447,25800,B,2,3,30050
31448,42000,C,2,0,44500
31449,22700,C,2,2,26700
31450,83100,B,2,3,87350
31451,23300,B,0,0,25370
31452,69000,B,0,2,72570
31453,33600,A,1,2,36400
31454,82000,B,2,0,84000
31455,89400,A,1,3,92950
31456,20800,C,2,2,24800
31457,15400,A,0,0,16770
31458,69000,B,2,0,71000
31459,63200,C,0,0,65770
31460,35200,B,1,3,39450
31461,73100,B,1,3,77350
31462,63400,C,1,3,68150
31463,67800,A,0,3,71420
31464,25800,C,0,3,30620
31465,16700,C,0,2,20770
31466,78900,C,1,0,81400
31467,56000,B,2,2,59500
31468,76200,C,2,2,80200
31469,89500,B,0,0,91570
31470,24900,B,1,2,28400
31471,18100,B,1,3,22350
31472,21400,B,2,0,23400
31473,43500,A,0,3,47120
31474,56000,B,0,1,58820
31475,33400,B,0,0,35470
31476,15300,C,1,3,20050
31477,35200,A,1,3,38750
31478,55100,C,2,2,59100
31479,43300,C,1,3,48050
31480,41000,A,2,3,44550
31481,18500,A,1,1,20550
31482,28800,B,2,2,32300
31483,36700,A,1,3,40250
31484,35500,C,1,2,39500
31485,72400,A,2,0,73700
31486,37700,C,2,3,42450
31487,38000,B,1,2,41500
31488,16500,A,0,2,19370
31489,59000,C,2,0,61500
31490,75000,C,2,3,79750
31491,44900,A,2,0,46200
31492,51000,C,2,3,55750
31493,87300,A,0,0,88670
31494,42100,A,2,3,45650
31495,74900,C,1,2,78900
31496,68800,B,2,2,72300
31497,18600,A,2,1,20650
31498,21900,B,0,3,26220
31499,78700,A,0,2,81570
31500,89200,C,0,2,93270
31501,17000,B,1,1,19750
31502,16700,C,2,2,20700
31503,40000,A,0,0,41370
31504,30100,B,1,3,34350
31505,46700,C,0,3,51520
31506,76700,C,2,3,81450
31507,10600,A,2,3,14150
31508,34300,A,0,0,35670
31509,37900,A,1,1,39950
31510,13400,B,2,3,17650
31511,38800,A,2,3,42350
31512,34100,A,0,3,37720
31513,34400,A,1,1,36450
31514,30900,A,0,2,33770
31515,24100,A,2,1,26150
31516,44300,C,0,2,48370
31517,11200,A,0,0,12570
31518,52200,B,0,3,56520
31519,76000,C,2,3,80750
31520,19500,B,2,1,22250
31521,38000,B,1,1,40750
31522,11000,A,2,3,14550
31523,35700,A,2,1,37750
31524,20900,A,1,3,24450
31525,35100,B,1,3,39350
31526,11000,C,2,2,15000
31527,73600,B,2,2,77100
31528,72400,C,0,2,76470
31529,27500,A,1,3,31050
31530,25800,A,1,0,27100
31531,55000,B,2,3,59250
31532,88600,C,2,1,91850
31533,49800,A,2,3,53350
31534,88500,B,2,3,92750
31535,29700,C,2,1,32950
31536,77900,A,1,2,80700
31537,20300,B,2,2,23800
31538,58900,A,0,0,60270
31539,24300,C,0,2,28370
31540,81700,C,2,2,85700
31541,39700,C,2,1,42950
31542,42400,A,0,2,45270
31543,24400,A,2,1,26450
31544,32400,B,1,1,35150
31545,33300,C,0,3,38120
31546,65400,C,1,1,68650
31547,77100,B,0,1,79920
31548,73500,C,0,0,76070
31549,78300,C,2,2,82300
31550,64100,A,2,0,65400
31551,13800,A,0,0,15170
31552,45900,A,2,1,47950
31553,38800,C,1,1,42050
31554,44600,A,1,0,45900
31555,68200,C,2,0,70700
31556,14600,B,1,0,16600
31557,67900,A,0,2,70770
31558,13000,A,1,1,15050
31559,47100,A,0,2,49970
31560,34400,A,0,2,37270
31561,68600,C,0,1,71920
31562,32100,B,0,3,36420
31563,77700,C,1,0,80200
31564,63400,A,0,3,67020
31565,42300,C,2,1,45550
31566,89500,C,1,1,92750
31567,31700,A,2,0,33000
31568,47300,C,0,1,50620
31569,54900,B,0,2,58470
31570,74200,C,1,1,77450
31571,36100,A,2,1,38150
31572,63500,C,2,2,67500
31573,72600,A,2,1,74650
31574,63300,B,0,3,67620
31575,20400,A,0,0,21770
31576,74700,A,2,0,76000
31577,88800,C,0,0,91370
31578,70000,B,2,0,72000
31579,24400,A,0,1,26520
31580,38600,A,2,3,42150
31581,64900,C,0,2,68970
31582,68700,B,2,0,70700
31583,37900,B,0,0,39970
31584,24800,B,2,3,29050
31585,25400,A,2,2,28200
31586,24800,A,2,0,26100
31587,27600,B,1,2,31100
31588,42300,A,1,2,45100
31589,62800,C,2,0,65300
31590,23500,C,0,3,28320
31591,36300,B,0,0,38370
31592,60700,A,0,2,63570
31593,45700,C,1,1,48950
31594,82200,B,2,1,84950
31595,11500,A,0,2,14370
31596,85100,B,1,0,87100
31597,86100,C,1,3,90850
31598,51100,B,2,3,55350
31599,14300,B,0,1,17120
31600,58600,B,2,1,61350
31601,35600,B,2,3,39850
31602,38100,C,0,3,42920
31603,54700,A,2,3,58250
31604,46600,C,1,2,50600
31605,58700,A,2,2,61500
31606,46100,B,1,0,48100
31607,27600,A,2,1,29650
31608,17700,B,2,0,19700
31609,81000,A,2,3,84550
31610,50800,C,0,3,55620
31611,61600,C,2,3,66350
31612,60200,C,0,1,63520
31613,60900,A,0,0,62270
31614,78100,B,0,1,80920
31615,25200,A,1,2,28000
31616,48700,B,1,3,52950
31617,17300,C,2,0,19800
31618,83000,A,0,1,85120
31619,74600,C,0,1,77920
31620,20000,A,2,0,21300
31621,42800,C,0,0,45370
31622,70100,C,1,1,73350
31623,58500,C,1,1,61750
31624,54500,C,0,3,59320
31625,29200,C,1,0,31700
31626,11900,A,0,0,13270
31627,16400,C,1,0,18900
31628,72300,A,2,1,74350
31629,35500,A,0,3,39120
31630,37600,B,1,3,41850
31631,19800,B,0,0,21870
31632,65400,C,1,2,69400
31633,53300,C,2,3,58050
31634,17000,C,1,0,19500
31635,81100,C,2,1,84350
31636,20300,B,1,3,24550
31637,72800,B,1,2,76300
31638,70900,A,0,0,72270
31639,11000,B,0,1,13820
31640,23000,A,2,3,26550
31641,73200,A,0,3,76820
31642,64300,C,2,1,67550
31643,36600,C,1,3,41350
31644,60600,C,2,3,65350
31645,18200,A,0,1,20320
31646,60400,A,2,0,61700
31647,18900,B,1,0,20900
31648,50700,C,1,2,54700
31649,26900,C,1,0,29400
31650,79300,B,1,2,82800
31651,44800,A,2,0,46100
31652,16800,B,0,2,20370
31653,49600,B,2,2,53100
31654,76000,A,1,0,77300
31655,49800,B,0,2,53370
31656,70700,C,1,2,74700
31657,17400,A,1,1,19450
31658,51500,C,1,2,55500
31659,58300,B,0,1,61120
31660,29200,B,0,0,31270
31661,27900,A,1,3,31450
31662,50100,C,2,2,54100
31663,63400,A,1,3,66950
31664,70600,A,0,1,72720
31665,20300,A,1,0,21600
31666,27100,C,0,0,29670
31667,23700,B,0,2,27270
31668,78600,B,2,2,82100
31669,46000,A,0,1,48120
31670,74200,C,1,0,76700
31671,64500,A,2,0,65800
31672,34600,A,0,2,37470
31673,32500,A,2,1,34550
31674,69400,A,1,0,70700
31675,70700,C,0,3,75520
31676,25300,A,2,0,26600
31677,57300,C,2,1,60550
31678,18600,A,1,1,20650
31679,22600,A,1,3,26150
31680,26800,C,1,3,31550
31681,31800,A,1,2,34600
31682,44800,A,1,1,46850
31683,70700,C,1,1,73950
31684,34300,A,1,3,37850
31685,29900,C,2,2,33900
31686,17000,A,1,0,18300
31687,35400,B,2,3,39650
31688,68300,B,2,3,72550
31689,76500,B,0,1,79320
31690,37800,A,0,2,40670
31691,10600,A,0,2,13470
31692,68500,A,2,3,72050
31693,20600,B,1,3,24850
31694,36200,C,2,1,39450
31695,20900,A,2,1,22950
31696,50300,C,1,2,54300
31697,86400,A,2,3,89950
31698,58400,A,1,3,61950
31699,16100,C,1,1,19350
31700,70500,A,1,1,72550
31701,25600,A,0,3,29220
31702,52500,A,1,3,56050
31703,59800,C,1,0,62300
31704,67300,B,1,0,69300
31705,69600,B,0,0,71670
31706,68900,C,2,2,72900
31707,64900,B,2,0,66900
31708,78400,C,0,0,80970
31709,66800,C,2,1,70050
31710,50500,B,1,1,53250
